date,sex,industry_sic2007,decil_group,contents,year,value
2021-12-31,Females,Public administration and defence,Decile 10,Average monthly earnings (per cent),2021,16.3
2022-12-31,Females,Public administration and defence,Decile 10,Average monthly earnings (per cent),2022,16.2
2016-12-31,Females,Public administration and defence,Decile 10,Boundaries monthly earnings (NOK),2016,NA
2017-12-31,Females,Public administration and defence,Decile 10,Boundaries monthly earnings (NOK),2017,NA
2018-12-31,Females,Public administration and defence,Decile 10,Boundaries monthly earnings (NOK),2018,NA
2019-12-31,Females,Public administration and defence,Decile 10,Boundaries monthly earnings (NOK),2019,NA
2020-12-31,Females,Public administration and defence,Decile 10,Boundaries monthly earnings (NOK),2020,NA
2021-12-31,Females,Public administration and defence,Decile 10,Boundaries monthly earnings (NOK),2021,NA
2022-12-31,Females,Public administration and defence,Decile 10,Boundaries monthly earnings (NOK),2022,NA
2016-12-31,Females,Public administration and defence,Decile 10,Average age (years),2016,50.1
2017-12-31,Females,Public administration and defence,Decile 10,Average age (years),2017,50.3
2018-12-31,Females,Public administration and defence,Decile 10,Average age (years),2018,50.6
2019-12-31,Females,Public administration and defence,Decile 10,Average age (years),2019,50.7
2020-12-31,Females,Public administration and defence,Decile 10,Average age (years),2020,50.8
2021-12-31,Females,Public administration and defence,Decile 10,Average age (years),2021,50.8
2022-12-31,Females,Public administration and defence,Decile 10,Average age (years),2022,50.8
2016-12-31,Females,Public administration and defence,Decile 10,Average contractual working hours per week (hours),2016,34.5
2017-12-31,Females,Public administration and defence,Decile 10,Average contractual working hours per week (hours),2017,34.4
2018-12-31,Females,Public administration and defence,Decile 10,Average contractual working hours per week (hours),2018,34.5
2019-12-31,Females,Public administration and defence,Decile 10,Average contractual working hours per week (hours),2019,34.3
2020-12-31,Females,Public administration and defence,Decile 10,Average contractual working hours per week (hours),2020,34.5
2021-12-31,Females,Public administration and defence,Decile 10,Average contractual working hours per week (hours),2021,34.5
2022-12-31,Females,Public administration and defence,Decile 10,Average contractual working hours per week (hours),2022,34.5
2016-12-31,Females,Education,Decile 1,Average monthly earnings (NOK),2016,27110
2017-12-31,Females,Education,Decile 1,Average monthly earnings (NOK),2017,27450
2018-12-31,Females,Education,Decile 1,Average monthly earnings (NOK),2018,27920
2019-12-31,Females,Education,Decile 1,Average monthly earnings (NOK),2019,28580
2020-12-31,Females,Education,Decile 1,Average monthly earnings (NOK),2020,28780
2021-12-31,Females,Education,Decile 1,Average monthly earnings (NOK),2021,29760
2022-12-31,Females,Education,Decile 1,Average monthly earnings (NOK),2022,30750
2016-12-31,Females,Education,Decile 1,Average monthly earnings (per cent),2016,6.5
2017-12-31,Females,Education,Decile 1,Average monthly earnings (per cent),2017,6.4
2018-12-31,Females,Education,Decile 1,Average monthly earnings (per cent),2018,6.4
2019-12-31,Females,Education,Decile 1,Average monthly earnings (per cent),2019,6.3
2020-12-31,Females,Education,Decile 1,Average monthly earnings (per cent),2020,6.3
2021-12-31,Females,Education,Decile 1,Average monthly earnings (per cent),2021,6.2
2022-12-31,Females,Education,Decile 1,Average monthly earnings (per cent),2022,6.3
2016-12-31,Females,Education,Decile 1,Boundaries monthly earnings (NOK),2016,31660
2017-12-31,Females,Education,Decile 1,Boundaries monthly earnings (NOK),2017,32170
2018-12-31,Females,Education,Decile 1,Boundaries monthly earnings (NOK),2018,32870
2019-12-31,Females,Education,Decile 1,Boundaries monthly earnings (NOK),2019,33760
2020-12-31,Females,Education,Decile 1,Boundaries monthly earnings (NOK),2020,33800
2021-12-31,Females,Education,Decile 1,Boundaries monthly earnings (NOK),2021,34950
2022-12-31,Females,Education,Decile 1,Boundaries monthly earnings (NOK),2022,35980
2016-12-31,Females,Education,Decile 1,Average age (years),2016,37.5
2017-12-31,Females,Education,Decile 1,Average age (years),2017,37
2018-12-31,Females,Education,Decile 1,Average age (years),2018,36.9
2019-12-31,Females,Education,Decile 1,Average age (years),2019,37.4
2020-12-31,Females,Education,Decile 1,Average age (years),2020,37.4
2021-12-31,Females,Education,Decile 1,Average age (years),2021,37.1
2022-12-31,Females,Education,Decile 1,Average age (years),2022,37
2016-12-31,Females,Education,Decile 1,Average contractual working hours per week (hours),2016,20.5
2017-12-31,Females,Education,Decile 1,Average contractual working hours per week (hours),2017,20.6
2018-12-31,Females,Education,Decile 1,Average contractual working hours per week (hours),2018,20.5
2019-12-31,Females,Education,Decile 1,Average contractual working hours per week (hours),2019,20.2
2020-12-31,Females,Education,Decile 1,Average contractual working hours per week (hours),2020,20
2021-12-31,Females,Education,Decile 1,Average contractual working hours per week (hours),2021,18.7
2022-12-31,Females,Education,Decile 1,Average contractual working hours per week (hours),2022,18.9
2016-12-31,Females,Education,Decile 2,Average monthly earnings (NOK),2016,32780
2017-12-31,Females,Education,Decile 2,Average monthly earnings (NOK),2017,33540
2018-12-31,Females,Education,Decile 2,Average monthly earnings (NOK),2018,34190
2019-12-31,Females,Education,Decile 2,Average monthly earnings (NOK),2019,35420
2020-12-31,Females,Education,Decile 2,Average monthly earnings (NOK),2020,35680
2021-12-31,Females,Education,Decile 2,Average monthly earnings (NOK),2021,37150
2022-12-31,Females,Education,Decile 2,Average monthly earnings (NOK),2022,38260
2016-12-31,Females,Education,Decile 2,Average monthly earnings (per cent),2016,7.8
2017-12-31,Females,Education,Decile 2,Average monthly earnings (per cent),2017,7.8
2018-12-31,Females,Education,Decile 2,Average monthly earnings (per cent),2018,7.8
2019-12-31,Females,Education,Decile 2,Average monthly earnings (per cent),2019,7.8
2020-12-31,Females,Education,Decile 2,Average monthly earnings (per cent),2020,7.8
2021-12-31,Females,Education,Decile 2,Average monthly earnings (per cent),2021,7.8
2022-12-31,Females,Education,Decile 2,Average monthly earnings (per cent),2022,7.8
2016-12-31,Females,Education,Decile 2,Boundaries monthly earnings (NOK),2016,34100
2017-12-31,Females,Education,Decile 2,Boundaries monthly earnings (NOK),2017,34990
2018-12-31,Females,Education,Decile 2,Boundaries monthly earnings (NOK),2018,35700
2019-12-31,Females,Education,Decile 2,Boundaries monthly earnings (NOK),2019,37160
2020-12-31,Females,Education,Decile 2,Boundaries monthly earnings (NOK),2020,37500
2021-12-31,Females,Education,Decile 2,Boundaries monthly earnings (NOK),2021,39120
2022-12-31,Females,Education,Decile 2,Boundaries monthly earnings (NOK),2022,40190
2016-12-31,Females,Education,Decile 2,Average age (years),2016,46.7
2017-12-31,Females,Education,Decile 2,Average age (years),2017,46
2018-12-31,Females,Education,Decile 2,Average age (years),2018,45.9
2019-12-31,Females,Education,Decile 2,Average age (years),2019,45.9
2020-12-31,Females,Education,Decile 2,Average age (years),2020,45.7
2021-12-31,Females,Education,Decile 2,Average age (years),2021,45.1
2022-12-31,Females,Education,Decile 2,Average age (years),2022,44.8
2016-12-31,Females,Education,Decile 2,Average contractual working hours per week (hours),2016,23.6
2017-12-31,Females,Education,Decile 2,Average contractual working hours per week (hours),2017,23.8
2018-12-31,Females,Education,Decile 2,Average contractual working hours per week (hours),2018,24.1
2019-12-31,Females,Education,Decile 2,Average contractual working hours per week (hours),2019,24.6
2020-12-31,Females,Education,Decile 2,Average contractual working hours per week (hours),2020,24.2
2021-12-31,Females,Education,Decile 2,Average contractual working hours per week (hours),2021,24.1
2022-12-31,Females,Education,Decile 2,Average contractual working hours per week (hours),2022,24.2
2016-12-31,Females,Education,Decile 3,Average monthly earnings (NOK),2016,35880
2017-12-31,Females,Education,Decile 3,Average monthly earnings (NOK),2017,36730
2018-12-31,Females,Education,Decile 3,Average monthly earnings (NOK),2018,37500
2019-12-31,Females,Education,Decile 3,Average monthly earnings (NOK),2019,39040
2020-12-31,Females,Education,Decile 3,Average monthly earnings (NOK),2020,39580
2021-12-31,Females,Education,Decile 3,Average monthly earnings (NOK),2021,41280
2022-12-31,Females,Education,Decile 3,Average monthly earnings (NOK),2022,42350
2016-12-31,Females,Education,Decile 3,Average monthly earnings (per cent),2016,8.6
2017-12-31,Females,Education,Decile 3,Average monthly earnings (per cent),2017,8.5
2018-12-31,Females,Education,Decile 3,Average monthly earnings (per cent),2018,8.5
2019-12-31,Females,Education,Decile 3,Average monthly earnings (per cent),2019,8.6
2020-12-31,Females,Education,Decile 3,Average monthly earnings (per cent),2020,8.6
2021-12-31,Females,Education,Decile 3,Average monthly earnings (per cent),2021,8.6
2022-12-31,Females,Education,Decile 3,Average monthly earnings (per cent),2022,8.7
2016-12-31,Females,Education,Decile 3,Boundaries monthly earnings (NOK),2016,37450
2017-12-31,Females,Education,Decile 3,Boundaries monthly earnings (NOK),2017,38320
2018-12-31,Females,Education,Decile 3,Boundaries monthly earnings (NOK),2018,39170
2019-12-31,Females,Education,Decile 3,Boundaries monthly earnings (NOK),2019,40730
2020-12-31,Females,Education,Decile 3,Boundaries monthly earnings (NOK),2020,41380
2021-12-31,Females,Education,Decile 3,Boundaries monthly earnings (NOK),2021,42980
2022-12-31,Females,Education,Decile 3,Boundaries monthly earnings (NOK),2022,44220
2016-12-31,Females,Education,Decile 3,Average age (years),2016,41.2
2017-12-31,Females,Education,Decile 3,Average age (years),2017,40.9
2018-12-31,Females,Education,Decile 3,Average age (years),2018,40.5
2019-12-31,Females,Education,Decile 3,Average age (years),2019,39.4
2020-12-31,Females,Education,Decile 3,Average age (years),2020,39
2021-12-31,Females,Education,Decile 3,Average age (years),2021,39.2
