sex,industry_sic2007,decil_group,contents,year,value
Females,Construction,Percentile 97,Average contractual working hours per week (hours),2019,36.3
Females,Construction,Percentile 97,Average contractual working hours per week (hours),2020,35.9
Females,Construction,Percentile 97,Average contractual working hours per week (hours),2021,36.4
Females,Construction,Percentile 97,Average contractual working hours per week (hours),2022,37.1
Females,Construction,Percentile 98,Average monthly earnings (NOK),2016,81320
Females,Construction,Percentile 98,Average monthly earnings (NOK),2017,83950
Females,Construction,Percentile 98,Average monthly earnings (NOK),2018,89090
Females,Construction,Percentile 98,Average monthly earnings (NOK),2019,92380
Females,Construction,Percentile 98,Average monthly earnings (NOK),2020,94330
Females,Construction,Percentile 98,Average monthly earnings (NOK),2021,98400
Females,Construction,Percentile 98,Average monthly earnings (NOK),2022,104650
Females,Construction,Percentile 98,Average monthly earnings (per cent),2016,1.9
Females,Construction,Percentile 98,Average monthly earnings (per cent),2017,1.9
Females,Construction,Percentile 98,Average monthly earnings (per cent),2018,2
Females,Construction,Percentile 98,Average monthly earnings (per cent),2019,2
Females,Construction,Percentile 98,Average monthly earnings (per cent),2020,2
Females,Construction,Percentile 98,Average monthly earnings (per cent),2021,2
Females,Construction,Percentile 98,Average monthly earnings (per cent),2022,2
Females,Construction,Percentile 98,Boundaries monthly earnings (NOK),2016,85000
Females,Construction,Percentile 98,Boundaries monthly earnings (NOK),2017,87980
Females,Construction,Percentile 98,Boundaries monthly earnings (NOK),2018,93600
Females,Construction,Percentile 98,Boundaries monthly earnings (NOK),2019,96820
Females,Construction,Percentile 98,Boundaries monthly earnings (NOK),2020,98850
Females,Construction,Percentile 98,Boundaries monthly earnings (NOK),2021,102810
Females,Construction,Percentile 98,Boundaries monthly earnings (NOK),2022,110250
Females,Construction,Percentile 98,Average age (years),2016,46
Females,Construction,Percentile 98,Average age (years),2017,45.8
Females,Construction,Percentile 98,Average age (years),2018,44.8
Females,Construction,Percentile 98,Average age (years),2019,46.7
Females,Construction,Percentile 98,Average age (years),2020,47.8
Females,Construction,Percentile 98,Average age (years),2021,47.3
Females,Construction,Percentile 98,Average age (years),2022,47.8
Females,Construction,Percentile 98,Average contractual working hours per week (hours),2016,36.5
Females,Construction,Percentile 98,Average contractual working hours per week (hours),2017,35.2
Females,Construction,Percentile 98,Average contractual working hours per week (hours),2018,36.8
Females,Construction,Percentile 98,Average contractual working hours per week (hours),2019,35.9
Females,Construction,Percentile 98,Average contractual working hours per week (hours),2020,35.4
Females,Construction,Percentile 98,Average contractual working hours per week (hours),2021,36.6
Females,Construction,Percentile 98,Average contractual working hours per week (hours),2022,36.3
Females,Construction,Percentile 99,Average monthly earnings (NOK),2016,90260
Females,Construction,Percentile 99,Average monthly earnings (NOK),2017,93780
Females,Construction,Percentile 99,Average monthly earnings (NOK),2018,99840
Females,Construction,Percentile 99,Average monthly earnings (NOK),2019,103740
Females,Construction,Percentile 99,Average monthly earnings (NOK),2020,106210
Females,Construction,Percentile 99,Average monthly earnings (NOK),2021,110050
Females,Construction,Percentile 99,Average monthly earnings (NOK),2022,118440
Females,Construction,Percentile 99,Average monthly earnings (per cent),2016,2.1
Females,Construction,Percentile 99,Average monthly earnings (per cent),2017,2.2
Females,Construction,Percentile 99,Average monthly earnings (per cent),2018,2.2
Females,Construction,Percentile 99,Average monthly earnings (per cent),2019,2.2
Females,Construction,Percentile 99,Average monthly earnings (per cent),2020,2.2
Females,Construction,Percentile 99,Average monthly earnings (per cent),2021,2.2
Females,Construction,Percentile 99,Average monthly earnings (per cent),2022,2.3
Females,Construction,Percentile 99,Boundaries monthly earnings (NOK),2016,97570
Females,Construction,Percentile 99,Boundaries monthly earnings (NOK),2017,101450
Females,Construction,Percentile 99,Boundaries monthly earnings (NOK),2018,108020
Females,Construction,Percentile 99,Boundaries monthly earnings (NOK),2019,112930
Females,Construction,Percentile 99,Boundaries monthly earnings (NOK),2020,116670
Females,Construction,Percentile 99,Boundaries monthly earnings (NOK),2021,120000
Females,Construction,Percentile 99,Boundaries monthly earnings (NOK),2022,129710
Females,Construction,Percentile 99,Average age (years),2016,48.1
Females,Construction,Percentile 99,Average age (years),2017,46.8
Females,Construction,Percentile 99,Average age (years),2018,46.7
Females,Construction,Percentile 99,Average age (years),2019,45.9
Females,Construction,Percentile 99,Average age (years),2020,47.8
Females,Construction,Percentile 99,Average age (years),2021,48
Females,Construction,Percentile 99,Average age (years),2022,47.7
Females,Construction,Percentile 99,Average contractual working hours per week (hours),2016,36.4
Females,Construction,Percentile 99,Average contractual working hours per week (hours),2017,36.1
Females,Construction,Percentile 99,Average contractual working hours per week (hours),2018,36.4
Females,Construction,Percentile 99,Average contractual working hours per week (hours),2019,37
Females,Construction,Percentile 99,Average contractual working hours per week (hours),2020,35.8
Females,Construction,Percentile 99,Average contractual working hours per week (hours),2021,36.1
Females,Construction,Percentile 99,Average contractual working hours per week (hours),2022,36
Females,Construction,Percentile 100,Average monthly earnings (NOK),2016,123220
Females,Construction,Percentile 100,Average monthly earnings (NOK),2017,130540
Females,Construction,Percentile 100,Average monthly earnings (NOK),2018,141350
Females,Construction,Percentile 100,Average monthly earnings (NOK),2019,138360
Females,Construction,Percentile 100,Average monthly earnings (NOK),2020,153080
Females,Construction,Percentile 100,Average monthly earnings (NOK),2021,152970
Females,Construction,Percentile 100,Average monthly earnings (NOK),2022,168460
Females,Construction,Percentile 100,Average monthly earnings (per cent),2016,2.9
Females,Construction,Percentile 100,Average monthly earnings (per cent),2017,3
Females,Construction,Percentile 100,Average monthly earnings (per cent),2018,3.1
Females,Construction,Percentile 100,Average monthly earnings (per cent),2019,3
Females,Construction,Percentile 100,Average monthly earnings (per cent),2020,3.2
Females,Construction,Percentile 100,Average monthly earnings (per cent),2021,3.1
Females,Construction,Percentile 100,Average monthly earnings (per cent),2022,3.2
Females,Construction,Percentile 100,Boundaries monthly earnings (NOK),2016,NA
Females,Construction,Percentile 100,Boundaries monthly earnings (NOK),2017,NA
Females,Construction,Percentile 100,Boundaries monthly earnings (NOK),2018,NA
Females,Construction,Percentile 100,Boundaries monthly earnings (NOK),2019,NA
Females,Construction,Percentile 100,Boundaries monthly earnings (NOK),2020,NA
Females,Construction,Percentile 100,Boundaries monthly earnings (NOK),2021,NA
Females,Construction,Percentile 100,Boundaries monthly earnings (NOK),2022,NA
Females,Construction,Percentile 100,Average age (years),2016,48.1
Females,Construction,Percentile 100,Average age (years),2017,48.4
Females,Construction,Percentile 100,Average age (years),2018,47.9
Females,Construction,Percentile 100,Average age (years),2019,47.7
Females,Construction,Percentile 100,Average age (years),2020,49.2
Females,Construction,Percentile 100,Average age (years),2021,49.2
Females,Construction,Percentile 100,Average age (years),2022,49.2
Females,Construction,Percentile 100,Average contractual working hours per week (hours),2016,35.3
Females,Construction,Percentile 100,Average contractual working hours per week (hours),2017,36
Females,Construction,Percentile 100,Average contractual working hours per week (hours),2018,35
Females,Construction,Percentile 100,Average contractual working hours per week (hours),2019,35.7
Females,Construction,Percentile 100,Average contractual working hours per week (hours),2020,34.9
Females,Construction,Percentile 100,Average contractual working hours per week (hours),2021,36
Females,Construction,Percentile 100,Average contractual working hours per week (hours),2022,35.2
Females,Wholesale and retail trade: repair of motor vehicles and motorcycles,Percentile 91,Average monthly earnings (NOK),2016,48800
Females,Wholesale and retail trade: repair of motor vehicles and motorcycles,Percentile 91,Average monthly earnings (NOK),2017,50120
Females,Wholesale and retail trade: repair of motor vehicles and motorcycles,Percentile 91,Average monthly earnings (NOK),2018,52150
Females,Wholesale and retail trade: repair of motor vehicles and motorcycles,Percentile 91,Average monthly earnings (NOK),2019,54210
Females,Wholesale and retail trade: repair of motor vehicles and motorcycles,Percentile 91,Average monthly earnings (NOK),2020,56450
Females,Wholesale and retail trade: repair of motor vehicles and motorcycles,Percentile 91,Average monthly earnings (NOK),2021,59810
Females,Wholesale and retail trade: repair of motor vehicles and motorcycles,Percentile 91,Average monthly earnings (NOK),2022,62820
Females,Wholesale and retail trade: repair of motor vehicles and motorcycles,Percentile 91,Average monthly earnings (per cent),2016,1.4
Females,Wholesale and retail trade: repair of motor vehicles and motorcycles,Percentile 91,Average monthly earnings (per cent),2017,1.4
Females,Wholesale and retail trade: repair of motor vehicles and motorcycles,Percentile 91,Average monthly earnings (per cent),2018,1.4
Females,Wholesale and retail trade: repair of motor vehicles and motorcycles,Percentile 91,Average monthly earnings (per cent),2019,1.4
Females,Wholesale and retail trade: repair of motor vehicles and motorcycles,Percentile 91,Average monthly earnings (per cent),2020,1.4
Females,Wholesale and retail trade: repair of motor vehicles and motorcycles,Percentile 91,Average monthly earnings (per cent),2021,1.4
Females,Wholesale and retail trade: repair of motor vehicles and motorcycles,Percentile 91,Average monthly earnings (per cent),2022,1.4
Females,Wholesale and retail trade: repair of motor vehicles and motorcycles,Percentile 91,Boundaries monthly earnings (NOK),2016,49560
Females,Wholesale and retail trade: repair of motor vehicles and motorcycles,Percentile 91,Boundaries monthly earnings (NOK),2017,50640
Females,Wholesale and retail trade: repair of motor vehicles and motorcycles,Percentile 91,Boundaries monthly earnings (NOK),2018,52960
Females,Wholesale and retail trade: repair of motor vehicles and motorcycles,Percentile 91,Boundaries monthly earnings (NOK),2019,55000
Females,Wholesale and retail trade: repair of motor vehicles and motorcycles,Percentile 91,Boundaries monthly earnings (NOK),2020,57320
Females,Wholesale and retail trade: repair of motor vehicles and motorcycles,Percentile 91,Boundaries monthly earnings (NOK),2021,60420
Females,Wholesale and retail trade: repair of motor vehicles and motorcycles,Percentile 91,Boundaries monthly earnings (NOK),2022,63760
Females,Wholesale and retail trade: repair of motor vehicles and motorcycles,Percentile 91,Average age (years),2016,45
Females,Wholesale and retail trade: repair of motor vehicles and motorcycles,Percentile 91,Average age (years),2017,45.2
Females,Wholesale and retail trade: repair of motor vehicles and motorcycles,Percentile 91,Average age (years),2018,44.8
Females,Wholesale and retail trade: repair of motor vehicles and motorcycles,Percentile 91,Average age (years),2019,45.5
